	Premise Zip	County	Premise City	Premise State
13581	10014	NEW YORK	NEW YORK	NY
13582	14904	CHEMUNG	ELMIRA	NY
13583	10014	NEW YORK	NEW YORK	NY
13584	11201	KINGS	BROOKLYN	NY
13585	12866	SARATOGA	SARATOGA SPRINGS	NY
13586	11222	KINGS	BROOKLYN	NY
13587	14202	ERIE	BUFFALO	NY
13588	14626	MONROE	ROCHESTER	NY
13589	12124	GREENE	NEW BALTIMORE	NY
13590	10016	NEW YORK	NEW YORK	NY
13591	11501	NASSAU	MINEOLA	NY
13592	11237	KINGS	BROOKLYN	NY
13593	14006	ERIE	ANGOLA	NY
13594	11211	KINGS	BROOKLYN	NY
13595	11222	KINGS	BROOKLYN	NY
13596	13350	HERKIMER	HERKIMER	NY
13597	94558	ALBANY	NAPA	CA
13598	11385	QUEENS	RIDGEWOOD	NY
13599	11003	NASSAU	ELMONT	NY
13600	14845	CHEMUNG	HORSEHEADS	NY
13601	14001	ERIE	AKRON	NY
13602	14454	LIVINGSTON	GENESEO	NY
13603	11435	QUEENS	JAMAICA	NY
13604	11701	SUFFOLK	AMITYVILLE	NY
13605	11105	QUEENS	ASTORIA	NY
13606	14609	MONROE	ROCHESTER	NY
13607	10452	BRONX	BRONX	NY
13608	11249	KINGS	BROOKLYN	NY
13609	11361	QUEENS	BAYSIDE	NY
13610	11385	QUEENS	GLENDALE	NY
13611	11735	SUFFOLK	FARMINGDALE	NY
13612	13436	HAMILTON	RAQUETTE LAKE	NY
13613	11237	KINGS	BROOKLYN	NY
13614	12561	ULSTER	NEW PALTZ	NY
13615	11710	NASSAU	NORTH BELLMORE	NY
13616	11210	KINGS	BROOKLYN	NY
13617	10509	PUTNAM	BREWSTER	NY
13618	11743	SUFFOLK	HUNTINGTON	NY
13619	14075	ERIE	HAMBURG	NY
13620	14605	MONROE	ROCHESTER	NY
13621	10024	NEW YORK	NEW YORK	NY
13622	10019	NEW YORK	NEW YORK	NY
13623	11738	SUFFOLK	FARMINGVILLE	NY
13624	11204	KINGS	BROOKLYN	NY
13625	11222	KINGS	BROOKLYN	NY
13626	11963	SUFFOLK	SAG HARBOR	NY
13627	11354	QUEENS	FLUSHING	NY
13628	10016	NEW YORK	NEW YORK	NY
13629	11106	QUEENS	LONG ISLAND CITY	NY
13630	14757	CHAUTAUQUA	MAYVILLE	NY
13631	12168	RENSSELAER	STEPHENTOWN	NY
13632	10011	NEW YORK	NEW YORK	NY
13633	12883	ESSEX	TICONDEROGA	NY
13634	13691	JEFFERSON	THERESA	NY
13635	11731	SUFFOLK	EAST NORTHPORT	NY
13636	14304	NIAGARA	NIAGARA FALLS	NY
13637	10459	BRONX	BRONX	NY
13638	11590	NASSAU	WESTBURY	NY
13639	10457	BRONX	BRONX	NY
13640	14120	NIAGARA	NORTH TONAWANDA	NY
13641	12473	GREENE	ROUND TOP	NY
13642	11050	NASSAU	PORT WASHINGTON	NY
13643	14723	CHAUTAUQUA	CHERRY CREEK	NY
13644	12477	ULSTER	SAUGERTIES	NY
13645	10019	NEW YORK	NEW YORK	NY
13646	11209	KINGS	BROOKLYN	NY
13647	11249	KINGS	BROOKLYN	NY
13648	10022	NEW YORK	NEW YORK	NY
13649	10465	BRONX	BRONX	NY
13650	14127	ERIE	ORCHARD PARK	NY
13651	14220	ERIE	BUFFALO	NY
13652	95962	ALBANY	OREGON HOUSE	CA
13653	10472	BRONX	BRONX	NY
13654	11754	SUFFOLK	KINGS PARK	NY
13655	11783	NASSAU	SEAFORD	NY
13656	10019	NEW YORK	NEW YORK	NY
13657	12446	ULSTER	KERHONKSON	NY
13658	11421	QUEENS	WOODHAVEN	NY
13659	10801	WESTCHESTER	NEW ROCHELLE	NY
13660	12182	RENSSELAER	TROY	NY
13661	14227	ERIE	CHEEKTOWAGA	NY
13662	14532	ONTARIO	PHELPS	NY
13663	14750	CHAUTAUQUA	LAKEWOOD	NY
13664	13340	HERKIMER	FRANKFORT	NY
13665	11801	NASSAU	HICKSVILLE	NY
13666	10459	BRONX	BRONX	NY
13667	12953	FRANKLIN	MALONE	NY
13668	12534	COLUMBIA	HUDSON	NY
13669	11954	SUFFOLK	MONTAUK	NY
13670	10469	BRONX	BRONX	NY
13671	14423	LIVINGSTON	CALEDONIA	NY
13672	13126	OSWEGO	OSWEGO	NY
13673	14221	ERIE	WILLIAMSVILLE	NY
13674	10579	PUTNAM	PUTNAM VALLEY	NY
13675	12065	SARATOGA	HALFMOON	NY
13676	14207	ERIE	BUFFALO	NY
13677	11580	NASSAU	VALLEY STREAM	NY
13678	11735	NASSAU	FARMINGDALE	NY
13679	11101	QUEENS	ASTORIA	NY
13680	14126	NIAGARA	OLCOTT	NY
13681	11967	SUFFOLK	SHIRLEY	NY
13682	10002	NEW YORK	NEW YORK	NY
13683	14607	MONROE	ROCHESTER	NY
13684	11361	QUEENS	BAYSIDE	NY
13685	11001	NASSAU	FLORAL PARK	NY
13686	11214	KINGS	BROOKLYN	NY
13687	10916	ORANGE	CAMPBELL HALL	NY
13688	14220	ERIE	BUFFALO	NY
13689	12996	ESSEX	WILLSBORO	NY
13690	11373	QUEENS	ELMHURST	NY
13691	14225	ERIE	CHEEKTOWAGA	NY
13692	12901	CLINTON	PLATTSBURGH	NY
13693	10013	NEW YORK	NEW YORK	NY
13694	11788	SUFFOLK	HAUPPAUGE	NY
13695	11377	QUEENS	WOODSIDE	NY
13696	11385	QUEENS	RIDGEWOOD	NY
13697	10474	BRONX	BRONX	NY
13698	11757	SUFFOLK	LINDENHURST	NY
13699	14850	TOMPKINS	ITHACA	NY
13700	10607	WESTCHESTER	WHITE PLAINS	NY
13701	10014	NEW YORK	NEW YORK	NY
13702	11377	QUEENS	WOODSIDE	NY
13703	10472	BRONX	BRONX	NY
13704	14470	ORLEANS	HOLLEY	NY
13705	12302	SCHENECTADY	SCOTIA	NY
13706	10011	NEW YORK	NEW YORK	NY
13707	10038	NEW YORK	NEW YORK	NY
13708	11232	KINGS	BROOKLYN	NY
13709	10010	NEW YORK	NEW YORK	NY
13710	12203	ALBANY	ALBANY	NY
13711	11787	SUFFOLK	SMITHTOWN	NY
13712	13309	ONEIDA	BOONVILLE	NY
13713	11373	QUEENS	ELMHURST	NY
13714	11379	QUEENS	MIDDLE VILLAGE	NY
13715	11554	NASSAU	EAST MEADOW	NY
13716	11952	SUFFOLK	MATTITUCK	NY
13717	11354	QUEENS	FLUSHING	NY
13718	13624	JEFFERSON	CLAYTON	NY
13719	12033	RENSSELAER	CASTLETON ON HUDSON	NY
13720	14225	ERIE	CHEEKTOWAGA	NY
13721	11201	KINGS	BROOKLYN	NY
13722	11730	SUFFOLK	EAST ISLIP	NY
13723	14611	MONROE	ROCHESTER	NY
13724	14580	MONROE	WEBSTER	NY
13725	11238	KINGS	BROOKLYN	NY
13726	11223	KINGS	BROOKLYN	NY
13727	10312	RICHMOND	STATEN ISLAND	NY
13728	11566	NASSAU	MERRICK	NY
13729	10018	NEW YORK	NEW YORK	NY
13730	13815	CHENANGO	NORWICH	NY
13731	11234	KINGS	BROOKLYN	NY
13732	11249	KINGS	BROOKLYN	NY
13733	11105	QUEENS	ASTORIA	NY
13734	10704	WESTCHESTER	YONKERS	NY
13735	10573	WESTCHESTER	RYE BROOK	NY
13736	14304	NIAGARA	NIAGARA FALLS	NY
13737	13208	ONONDAGA	SYRACUSE	NY
13738	11231	KINGS	BROOKLYN	NY
13739	11954	SUFFOLK	MONTAUK	NY
13740	10013	NEW YORK	NEW YORK	NY
13741	11796	SUFFOLK	WEST SAYVILLE	NY
13742	11231	KINGS	BROOKLYN	NY
13743	12760	SULLIVAN	LONG EDDY	NY
13744	11106	QUEENS	LONG ISLAND CITY	NY
13745	12508	DUTCHESS	BEACON	NY
13746	14454	LIVINGSTON	GENESEO	NY
13747	12485	GREENE	TANNERSVILLE	NY
13748	10940	ORANGE	MIDDLETOWN	NY
13749	10003	NEW YORK	NEW YORK	NY
13750	11435	QUEENS	JAMAICA	NY
13751	10001	ALBANY	NEW YORK	NY
13752	11207	KINGS	BROOKLYN	NY
13753	11385	QUEENS	RIDGEWOOD	NY
13754	11222	KINGS	BROOKLYN	NY
13755	10570	WESTCHESTER	PLEASANTVILLE	NY
13756	117275170	SUFFOLK	CORAM	NY
13757	11365	QUEENS	FLUSHING	NY
13758	10960	ROCKLAND	NYACK	NY
13759	11228	KINGS	BROOKLYN	NY
13760	14841	SCHUYLER	HECTOR	NY
13761	11743	SUFFOLK	HALESITE	NY
13762	14120	NIAGARA	NORTH TONAWANDA	NY
13763	10461	BRONX	BRONX	NY
13764	11204	KINGS	BROOKLYN	NY
13765	13142	OSWEGO	PULASKI	NY
13766	11235	KINGS	BROOKLYN	NY
13767	11738	SUFFOLK	FARMINGVILLE	NY
13768	13607	JEFFERSON	ALEXANDRIA BAY	NY
13769	14904	CHEMUNG	ELMIRA	NY
13770	11206	KINGS	BROOKLYN	NY
13771	10040	NEW YORK	NEW YORK	NY
13772	10591	WESTCHESTER	TARRYTOWN	NY
13773	10065	NEW YORK	NEW YORK	NY
13774	14786	ALLEGANY	WEST CLARKSVILLE	NY
13775	12061	RENSSELAER	EAST GREENBUSH	NY
13776	10466	BRONX	BRONX	NY
13777	14428	MONROE	CHURCHVILLE	NY
13778	10003	NEW YORK	NEW YORK	NY
13779	10001	ALBANY	NEW YORK	NY
13780	14606	MONROE	ROCHESTER	NY
13781	10304	RICHMOND	STATEN ISLAND	NY
13782	11968	SUFFOLK	SOUTHAMPTON	NY
13783	14103	ORLEANS	MEDINA	NY
13784	12205	ALBANY	ALBANY	NY
13785	10036	NEW YORK	NEW YORK	NY
13786	14611	MONROE	ROCHESTER	NY
13787	10036	NEW YORK	NEW YORK	NY
13788	13413	ONEIDA	NEW HARTFORD	NY
13789	11220	KINGS	BROOKLYN	NY
13790	10035	NEW YORK	NEW YORK	NY
13791	10950	ORANGE	MONROE	NY
13792	11211	KINGS	BROOKLYN	NY
13793	14850	TOMPKINS	ITHACA	NY
13794	10928	ORANGE	HIGHLAND FALLS	NY
13795	13365	HERKIMER	LITTLE FALLS	NY
13796	121802436	RENSSELAER	TROY	NY
13797	10573	WESTCHESTER	PORT CHESTER	NY
13798	11758	NASSAU	MASSAPEQUA	NY
13799	10026	NEW YORK	NEW YORK	NY
13800	14424	ONTARIO	CANANDAIGUA	NY
13801	14818	SCHUYLER	BURDETT	NY
13802	10009	NEW YORK	NEW YORK	NY
13803	12182	RENSSELAER	TROY	NY
13804	10031	NEW YORK	NEW YORK	NY
13805	11238	KINGS	BROOKLYN	NY
13806	14623	MONROE	ROCHESTER	NY
13807	14120	NIAGARA	NORTH TONAWANDA	NY
13808	10022	NEW YORK	NEW YORK	NY
13809	12719	SULLIVAN	BARRYVILLE	NY
13810	11233	KINGS	BROOKLYN	NY
13811	14850	TOMPKINS	ITHACA	NY
13812	11977	SUFFOLK	WESTHAMPTON	NY
13813	12834	WASHINGTON	GREENWICH	NY
13814	10002	NEW YORK	NEW YORK	NY
13815	11581	NASSAU	VALLEY STREAM	NY
13816	14701	CHAUTAUQUA	JAMESTOWN	NY
13817	13354	ONEIDA	HOLLAND PATENT	NY
13818	11563	NASSAU	LYNBROOK	NY
13819	10039	NEW YORK	NEW YORK	NY
13820	10983	ROCKLAND	TAPPAN	NY
13821	14620	MONROE	ROCHESTER	NY
13822	14456	ONTARIO	GENEVA	NY
13823	10009	NEW YORK	NEW YORK	NY
13824	11787	SUFFOLK	SMITHTOWN	NY
13825	10032	NEW YORK	NEW YORK	NY
13826	10550	WESTCHESTER	MOUNT VERNON	NY
13827	13601	JEFFERSON	WATERTOWN	NY
13828	11103	QUEENS	LONG ISLAND CITY	NY
13829	13662	ST LAWRENCE	MASSENA	NY
13830	12754	SULLIVAN	LIBERTY	NY
13831	11776	SUFFOLK	PORT JEFFERSON STATIO	NY
13832	12204	ALBANY	MENANDS	NY
13833	10550	WESTCHESTER	MOUNT VERNON	NY
13834	10302	RICHMOND	STATEN ISLAND	NY
13835	10452	BRONX	BRONX	NY
13836	13203	ONONDAGA	SYRACUSE	NY
13837	10993	ROCKLAND	W HAVERSTRAW	NY
13838	12180	RENSSELAER	TROY	NY
13839	10002	NEW YORK	NEW YORK	NY
13840	14075	ERIE	HAMBURG	NY
13841	10925	ORANGE	GREENWOOD LAKE	NY
13842	14608	MONROE	ROCHESTER	NY
13843	11355	QUEENS	FLUSHING	NY
13844	13601	JEFFERSON	WATERTOWN	NY
13845	11206	KINGS	BROOKLYN	NY
13846	11944	SUFFOLK	GREENPORT	NY
13847	14225	ERIE	CHEEKTOWAGA	NY
13848	10305	RICHMOND	STATEN ISLAND	NY
13849	14081	CHAUTAUQUA	IRVING	NY
13850	12603	DUTCHESS	POUGHKEEPSIE	NY
13851	13041	ONONDAGA	CLAY	NY
13852	11222	KINGS	BROOKLYN	NY
13853	10706	WESTCHESTER	HASTING ON HUDSON	NY
13854	11768	SUFFOLK	NORTHPORT	NY
13855	13044	OSWEGO	CONSTANTIA	NY
13856	12210	ALBANY	ALBANY	NY
13857	14513	WAYNE	NEWARK	NY
13858	11735	SUFFOLK	EAST FARMINGDALE	NY
13859	11514	NASSAU	CARLE PLACE	NY
13860	12009	ALBANY	ALTAMONT	NY
13861	14802	ALLEGANY	ALFRED	NY
13862	11236	KINGS	BROOKLYN	NY
13863	13088	ONONDAGA	LIVERPOOL	NY
13864	11946	SUFFOLK	HAMPTON BAYS	NY
13865	11215	KINGS	BROOKLYN	NY
13866	11747	SUFFOLK	MELVILLE	NY
13867	11378	QUEENS	MASPETH	NY
13868	14840	STEUBEN	HAMMONDSPORT	NY
13869	10001	NEW YORK	NEW YORK	NY
13870	10005	NEW YORK	NEW YORK	NY
13871	12122	SCHOHARIE	MIDDLEBURGH	NY
13872	14223	ERIE	BUFFALO	NY
13873	12528	ULSTER	HIGHLAND	NY
13874	117263219	SUFFOLK	COPIAGUE	NY
13875	10036	NEW YORK	NEW YORK	NY
13876	14618	MONROE	ROCHESTER	NY
13877	14109	NIAGARA	LEWISTON	NY
13878	11416	QUEENS	OZONE PARK	NY
13879	11101	QUEENS	LONG ISLAND CITY	NY
13880	10468	BRONX	BRONX	NY
13881	10016	NEW YORK	NEW YORK	NY
13882	14623	MONROE	ROCHESTER	NY
13883	10003	NEW YORK	NEW YORK	NY
13884	11559	NASSAU	LAWRENCE	NY
13885	11572	NASSAU	OCEANSIDE	NY
13886	11725	SUFFOLK	COMMACK	NY
13887	10463	BRONX	BRONX	NY
13888	11215	KINGS	BROOKLYN	NY
13889	10562	WESTCHESTER	OSSINING	NY
13890	10011	NEW YORK	NEW YORK	NY
13891	14111	ERIE	NORTH COLLINS	NY
13892	14604	MONROE	ROCHESTER	NY
13893	10452	BRONX	BRONX	NY
13894	14127	ERIE	ORCHARD PARK	NY
13895	11804	NASSAU	OLD BETHPAGE	NY
13896	12085	ALBANY	GUILDERLAND CENTER	NY
13897	10029	NEW YORK	NEW YORK	NY
13898	12404	ULSTER	ACCORD	NY
13899	11372	QUEENS	JACKSON HEIGHTS	NY
13900	10009	NEW YORK	NEW YORK	NY
13901	11372	QUEENS	JACKSON HEIGHTS	NY
13902	13066	ONONDAGA	FAYETTEVILLE	NY
13903	10023	NEW YORK	NEW YORK	NY
13904	11426	QUEENS	BELLEROSE	NY
13905	10603	WESTCHESTER	WHITE PLAINS	NY
13906	12804	WARREN	QUEENSBURY	NY
13907	14224	ERIE	WEST SENECA	NY
13908	11213	KINGS	BROOKLYN	NY
13909	11231	KINGS	BROOKLYN	NY
13910	14072	ERIE	GRAND ISLAND	NY
13911	13027	ONONDAGA	BALDWINSVILLE	NY
13912	11221	KINGS	BROOKLYN	NY
13913	12192	GREENE	WEST COXSACKIE	NY
13914	10314	RICHMOND	STATEN ISLAND	NY
13915	11238	KINGS	BROOKLYN	NY
13916	14551	WAYNE	SODUS	NY
13917	12866	SARATOGA	SARATOGA SPRINGS	NY
13918	14150	ERIE	TONAWANDA	NY
13919	11222	KINGS	BROOKLYN	NY
13920	11220	KINGS	BROOKLYN	NY
13921	14621	MONROE	ROCHESTER	NY
13922	11363	QUEENS	LITTLE NECK	NY
13923	14075	ERIE	HAMBURG	NY
13924	14779	CATTARAUGUS	SALAMANCA	NY
13925	12550	ORANGE	NEWBURGH	NY
13926	10458	BRONX	BRONX	NY
13927	11219	KINGS	BROOKLYN	NY
13928	10006	NEW YORK	NEW YORK	NY
13929	10009	NEW YORK	NEW YORK	NY
13930	10002	NEW YORK	NEW YORK	NY
13931	11226	KINGS	BROOKLYN	NY
13932	11378	QUEENS	MASPETH	NY
13933	10016	NEW YORK	NEW YORK	NY
13934	14564	ONTARIO	VICTOR	NY
13935	11963	SUFFOLK	SAG HARBOR	NY
13936	10467	BRONX	BRONX	NY
13937	11217	KINGS	BROOKLYN	NY
13938	10065	NEW YORK	NEW YORK	NY
13939	11752	SUFFOLK	ISLIP TERRACE	NY
13940	11222	KINGS	BROOKLYN	NY
13941	11213	KINGS	BROOKLYN	NY
13942	13323	ONEIDA	CLINTON	NY
13943	11374	QUEENS	REGO PARK	NY
13944	11793	NASSAU	WANTAGH	NY
13945	12866	SARATOGA	SARATOGA SPRINGS	NY
13946	10992	ORANGE	WASHINGTONVILLE	NY
13947	12920	FRANKLIN	CHATEAUGAY	NY
13948	11230	KINGS	BROOKLYN	NY
13949	14075	ERIE	HAMBURG	NY
13950	12458	ULSTER	WAWARSING	NY
13951	10458	BRONX	BRONX	NY
13952	11937	SUFFOLK	EAST HAMPTON	NY
13953	11096	NASSAU	INWOOD	NY
13954	11040	NASSAU	GARDEN CITY PARK	NY
13955	13490	ONEIDA	WESTMORELAND	NY
13956	10026	NEW YORK	NEW YORK	NY
13957	14623	MONROE	ROCHESTER	NY
13958	10024	NEW YORK	NEW YORK	NY
13959	10001	NEW YORK	NEW YORK	NY
13960	11947	SUFFOLK	JAMESPORT	NY
13961	10472	BRONX	BRONX	NY
13962	11238	KINGS	BROOKLYN	NY
13963	14226	ERIE	AMHERST	NY
13964	11419	QUEENS	RICHMOND HILL	NY
13965	10461	BRONX	BRONX	NY
13966	10010	NEW YORK	NEW YORK	NY
13967	11106	QUEENS	LONG ISLAND CITY	NY
13968	10021	NEW YORK	NEW YORK	NY
13969	13066	ONONDAGA	FAYETTEVILLE	NY
13970	10956	ROCKLAND	NEW CITY	NY
13971	14304	NIAGARA	NIAGARA FALLS	NY
13972	11210	KINGS	BROOKLYN	NY
13973	10549	WESTCHESTER	MT KISCO	NY
13974	10022	NEW YORK	NEW YORK	NY
13975	14615	MONROE	ROCHESTER	NY
13976	14572	STEUBEN	WAYLAND	NY
13977	11706	SUFFOLK	BAY SHORE	NY
13978	10472	BRONX	BRONX	NY
13979	10803	WESTCHESTER	PELHAM MANOR	NY
13980	10034	NEW YORK	NEW YORK	NY
13981	11782	SUFFOLK	SAYVILLE	NY
13982	11706	SUFFOLK	BAY SHORE	NY
13983	12983	FRANKLIN	SARANAC LAKE	NY
13984	11211	KINGS	BROOKLYN	NY
13985	14757	CHAUTAUQUA	MAYVILLE	NY
13986	11509	NASSAU	ATLANTIC BEACH	NY
13987	10950	ORANGE	MONROE	NY
13988	10036	NEW YORK	NEW YORK	NY
13989	11215	KINGS	BROOKLYN	NY
13990	10027	NEW YORK	NEW YORK	NY
13991	14623	MONROE	ROCHESTER	NY
13992	10022	NEW YORK	NEW YORK	NY
13993	13052	CHENANGO	LINCKLAEN	NY
13994	11978	SUFFOLK	WESTHAMPTON BEACH	NY
13995	14304	NIAGARA	NIAGARA FALLS	NY
13996	11783	NASSAU	SEAFORD	NY
13997	11105	QUEENS	ASTORIA	NY
13998	11222	KINGS	BROOKLYN	NY
13999	12570	DUTCHESS	POUGHQUAG	NY
14000	10533	WESTCHESTER	IRVINGTON	NY
14001	14211	ERIE	BUFFALO	NY
14002	10019	NEW YORK	NEW YORK	NY
14003	11206	KINGS	BROOKLYN	NY
14004	11226	KINGS	BROOKLYN	NY
14005	12204	ALBANY	ALBANY	NY
14006	13624	JEFFERSON	CLAYTON	NY
14007	10009	NEW YORK	NEW YORK	NY
14008	10455	BRONX	BRONX	NY
14009	10011	NEW YORK	NEW YORK	NY
14010	11413	QUEENS	LAURELTON	NY
14011	13827	TIOGA	OWEGO	NY
14012	93446	ALBANY	PASO ROBLES	CA
14013	11743	SUFFOLK	HUNTINGTON	NY
14014	11217	KINGS	BROOKLYN	NY
14015	11694	QUEENS	FAR ROCKAWAY	NY
14016	11710	NASSAU	BELLMORE	NY
14017	11435	QUEENS	BRIARWOOD	NY
14018	12946	ESSEX	LAKE PLACID	NY
14019	12182	RENSSELAER	TROY	NY
14020	10019	NEW YORK	NEW YORK	NY
14021	14075	ERIE	HAMBURG	NY
14022	14207	ERIE	BUFFALO	NY
14023	10301	RICHMOND	STATEN ISLAND	NY
14024	13326	OTSEGO	COOPERSTOWN	NY
14025	14580	MONROE	WEBSTER	NY
14026	11222	KINGS	BROOKLYN	NY
14027	10016	NEW YORK	NEW YORK	NY
14028	11550	NASSAU	HEMPSTEAD	NY
14029	13472	HERKIMER	THENDARA	NY
14030	10022	NEW YORK	NEW YORK	NY
14031	13153	ONONDAGA	SKANEATELES FALLS	NY
14032	12401	ULSTER	KINGSTON	NY
14033	10065	NEW YORK	NEW YORK	NY
14034	10012	NEW YORK	NEW YORK	NY
14035	12901	CLINTON	PLATTSBURGH	NY
14036	12309	SCHENECTADY	SCHENECTADY	NY
14037	14132	NIAGARA	SANBORN	NY
14038	11980	SUFFOLK	YAPHANK	NY
14039	10512	PUTNAM	CARMEL	NY
14040	11418	QUEENS	RICHMOND HILL	NY
14041	12817	WARREN	CHESTERTOWN	NY
14042	10036	NEW YORK	NEW YORK	NY
14043	10307	RICHMOND	STATEN ISLAND	NY
14044	12866	SARATOGA	SARATOGA SPRINGS	NY
14045	13760	BROOME	ENDICOTT	NY
14046	12953	FRANKLIN	MALONE	NY
14047	13069	OSWEGO	FULTON	NY
14048	13601	JEFFERSON	WATERTOWN	NY
14049	112053922	KINGS	BROOKLYN	NY
14050	10022	NEW YORK	NEW YORK	NY
14051	14623	MONROE	ROCHESTER	NY
14052	10001	ALBANY	NEW YORK	NY
14053	11530	NASSAU	GARDEN CITY	NY
14054	14572	STEUBEN	WAYLAND	NY
14055	10033	NEW YORK	NEW YORK	NY
14056	11220	KINGS	BROOKLYN	NY
14057	11697	QUEENS	BREEZY POINT	NY
14058	12404	ULSTER	ACCORD	NY
14059	11236	KINGS	BROOKLYN	NY
14060	11731	SUFFOLK	EAST NORTHPORT	NY
14061	14216	ERIE	BUFFALO	NY
14062	11968	SUFFOLK	SOUTHAMPTON	NY
14063	11211	KINGS	BROOKLYN	NY
14064	13021	CAYUGA	AUBURN	NY
14065	10036	NEW YORK	NEW YORK	NY
14066	10022	NEW YORK	NEW YORK	NY
14067	10014	NEW YORK	NEW YORK	NY
14068	10010	NEW YORK	NEW YORK	NY
14069	12184	COLUMBIA	VALATIE	NY
14070	11213	KINGS	BROOKLYN	NY
14071	10019	NEW YORK	NEW YORK	NY
14072	12553	ORANGE	NEW WINDSOR	NY
14073	13027	ONONDAGA	BALDWINSVILLE	NY
14074	11219	KINGS	BROOKLYN	NY
14075	11954	SUFFOLK	MONTAUK	NY
14076	12401	ULSTER	KINGSTON	NY
14077	11530	NASSAU	GARDEN CITY	NY
14078	13210	ONONDAGA	SYRACUSE	NY
14079	10552	WESTCHESTER	MT VERNON	NY
14080	11372	QUEENS	JACKSON HEIGHTS	NY
14081	10013	NEW YORK	NEW YORK	NY
14082	10028	NEW YORK	NEW YORK	NY
14083	11377	QUEENS	WOODSIDE	NY
14084	10003	NEW YORK	NEW YORK	NY
14085	11106	QUEENS	ASTORIA	NY
14086	11430	QUEENS	JAMAICA	NY
14087	10468	BRONX	BRONX	NY
14088	11501	NASSAU	MINEOLA	NY
14089	11787	SUFFOLK	SMITHTOWN	NY
14090	12501	DUTCHESS	AMENIA	NY
14091	12306	SCHENECTADY	SCHENECTADY	NY
14092	13601	JEFFERSON	WATERTOWN	NY
14093	11201	KINGS	BROOKLYN	NY
14094	14456	SENECA	GENEVA	NY
14095	12721	SULLIVAN	BLOOMINGBURG	NY
14096	13413	ONEIDA	NEW HARTFORD	NY
14097	11783	NASSAU	SEAFORD	NY
14098	10003	NEW YORK	NEW YORK	NY
14099	10020	NEW YORK	NEW YORK	NY
14100	14072	ERIE	GRAND ISLAND	NY
14101	14706	CATTARAUGUS	ALLEGANY	NY
14102	11103	QUEENS	ASTORIA	NY
14103	11213	KINGS	BROOKLYN	NY
14104	10013	NEW YORK	NEW YORK	NY
14105	10011	NEW YORK	NEW YORK	NY
14106	10708	WESTCHESTER	BRONXVILLE	NY
14107	12547	ULSTER	MILTON	NY
14108	11726	SUFFOLK	COPIAGUE	NY
14109	10016	NEW YORK	NEW YORK	NY
14110	10992	ORANGE	WASHINGTONVILLE	NY
14111	10075	NEW YORK	NEW YORK	NY
14112	12093	SCHOHARIE	JEFFERSON	NY
14113	10019	NEW YORK	NEW YORK	NY
14114	12901	CLINTON	PLATTSBURGH	NY
14115	11558	NASSAU	ISLAND PARK	NY
14116	11236	KINGS	BROOKLYN	NY
14117	10543	WESTCHESTER	MAMARONECK	NY
14118	11704	SUFFOLK	WEST BABYLON	NY
14119	11787	SUFFOLK	SMITHTOWN	NY
14120	13748	BROOME	CONKLIN	NY
14121	11949	SUFFOLK	MANORVILLE	NY
14122	11237	KINGS	BROOKLYN	NY
14123	12020	SARATOGA	BALLSTON SPA	NY
14124	14878	YATES	ROCK STREAM	NY
14125	10019	NEW YORK	NEW YORK	NY
14126	10031	NEW YORK	NEW YORK	NY
14127	13501	ONEIDA	UTICA	NY
14128	11101	QUEENS	LONG ISLAND CITY	NY
14129	10462	BRONX	BRONX	NY
14130	94558	ALBANY	NAPA	CA
14131	10003	NEW YORK	NEW YORK	NY
14132	11779	SUFFOLK	LAKE RONKONKOMA	NY
14133	12110	ALBANY	LATHAM	NY
14134	12533	DUTCHESS	HOPEWELL JUNCTION	NY
14135	10013	NEW YORK	NEW YORK	NY
14136	12198	RENSSELAER	WYNANTSKILL	NY
14137	13601	JEFFERSON	WATERTOWN	NY
14138	12601	DUTCHESS	POUGHKEEPSIE	NY
14139	14445	MONROE	EAST ROCHESTER	NY
14140	12871	SARATOGA	SCHUYLERVILLE	NY
14141	14020	GENESEE	BATAVIA	NY
14142	10469	BRONX	BRONX	NY
14143	11427	QUEENS	JAMAICA	NY
14144	13424	ONEIDA	ORISKANY	NY
14145	14609	MONROE	ROCHESTER	NY
14146	14701	CHAUTAUQUA	JAMESTOWN	NY
14147	12203	ALBANY	ALBANY	NY
14148	11223	KINGS	BROOKLYN	NY
14149	13901	BROOME	BINGHAMTON	NY
14150	11743	SUFFOLK	HUNTINGTON	NY
14151	11213	KINGS	BROOKLYN	NY
14152	12548	ULSTER	MODENA	NY
14153	11220	KINGS	BROOKLYN	NY
14154	11432	QUEENS	JAMAICA	NY
14155	14482	GENESEE	LE ROY	NY
14156	11215	KINGS	BROOKLYN	NY
14157	10022	NEW YORK	NEW YORK	NY
14158	10024	NEW YORK	NEW YORK	NY
14159	14411	ORLEANS	ALBION	NY
14160	10013	NEW YORK	NEW YORK	NY
14161	14424	ONTARIO	CANANDAIGUA	NY
14162	10940	ORANGE	MIDDLETOWN	NY
14163	10003	NEW YORK	NEW YORK	NY
14164	14036	GENESEE	CORFU	NY
14165	11590	NASSAU	WESTBURY	NY
14166	11743	SUFFOLK	HUNTINGTON	NY
14167	22902	ALBANY	CHARLOTTESVILLE	VA
14168	10453	BRONX	BRONX	NY
14169	11710	NASSAU	BELLMORE	NY
14170	11756	NASSAU	LEVITTOWN	NY
14171	10018	NEW YORK	NEW YORK	NY
