	Borough	Postcode
2274	Queens	11368
2275	Brooklyn	11233
2276	Queens	11385
2277	Queens	11432
2278	Bronx	10463
2279	Queens	11369
2280	Manhattan	10019
2281	Manhattan	10036
2282	Manhattan	10010
2283	Queens	11385
2284	Staten Island	10306
2285	Queens	11372
2286	Brooklyn	11217
2287	Brooklyn	11211
2288	Manhattan	10012
2289	Manhattan	10004
2290	Staten Island	10301
2291	Queens	11379
2292	Manhattan	10002
2293	Manhattan	10014
2294	Brooklyn	11234
2295	Manhattan	10018
2296	Manhattan	10012
2297	Brooklyn	11222
2298	Bronx	10471
2299	Manhattan	10013
2300	Bronx	10458
2301	Queens	11373
